reporter,partner,value,year,source,axis,product_code,sub_category,unit
JP,TH,13954.569,2022,un_comtrade,energy,2711,natural_gas,USD
JP,IE,12007.774,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,MU,11891.682,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,MT,11609.262,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,KZ,9808.439,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,PH,9178.837,2022,un_comtrade,energy,2711,natural_gas,USD
JP,EG,9136.776,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,TR,7775.839,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,CL,7744.253,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,BG,6541.332,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,BD,6414.902,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,CU,5637.361,2023,un_comtrade,energy,2701,coal,USD
JP,PK,5317.056,2023,un_comtrade,energy,2701,coal,USD
JP,ZA,5046.577,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,MV,4737.709,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,IE,4155.482,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,CZ,4149.724,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,SV,3460.125,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,UY,2943.007,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,HU,2654.969,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,MX,2469.904,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,PY,2469.904,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,MH,2190.145,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,NL,2045.656,2022,un_comtrade,energy,2711,natural_gas,USD
JP,LV,1902.669,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,SV,1843.211,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,CL,1650.213,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,AE,1427.002,2024,un_comtrade,energy,2701,coal,USD
