reporter,partner,value,year,source,axis,product_code,sub_category,unit
JP,NO,37441799.798,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,KR,36467647.449,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,FR,36334307.496,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,AU,34889306.677,2023,un_comtrade,critical_inputs,2602,manganese_ore,USD
JP,SL,34682724.446,2023,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,CN,31300791.301,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,CH,30112113.043,2023,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,CN,29642441.967,2024,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,CL,27530114.543,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,MZ,27414401.884,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,LA,27048556.419,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,MG,25995480.027,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,NO,25338532.3,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,GA,24409459.77,2023,un_comtrade,critical_inputs,2602,manganese_ore,USD
JP,DK,21938281.31,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,CN,21748013.259,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,MY,21382545.711,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,NO,21078974.121,2022,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,MA,20897222.508,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,SL,20454676.342,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,KR,19660524.12,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,UA,19623470.701,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,EE,19560211.837,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,DK,19537393.442,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,ZA,18972503.345,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,CA,18897672.449,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,CN,18383491.034,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,VN,18286934.74,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,CN,18008320.586,2024,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,CL,17801547.401,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,DE,17788365.087,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,US,17493862.802,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,IT,17420876.897,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,ZA,17335058.196,2022,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,RU,17187968.669,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,CN,17107838.261,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,MY,17073183.78,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,DE,16582545.681,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,MA,16079369.217,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
